"Excel Table 7: Differentially variable positions (p < 0.05) within the Bangladesh 450K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg23845400,-0.09,0.028,1.000,1.00,chr6,36343668,ETV7,Body
cg02630694,0.15,0.028,1.000,1.00,chr10,12236833,CDC123;NUDT5,TSS1500;5'UTR
cg09354021,-0.15,0.028,1.000,1.00,chr1,20834602,MUL1;MUL1,5'UTR;1stExon
cg21836209,0.12,0.028,1.000,1.00,chr3,62110823,ID2B;PTPRG,TSS1500;Body
cg10685436,-0.27,0.028,1.000,1.00,chr3,129275467,PLXND1,Body
cg12678003,0.08,0.028,1.000,1.00,chr13,103052144,FGF14,Body
cg14181982,-0.24,0.028,1.000,1.00,chr2,48668251,KLRAQ1;KLRAQ1;KLRAQ1;KLRAQ1,Body;Body;5'UTR;Body
cg00222341,0.09,0.028,1.000,1.00,chr15,83951913,BNC1,Body
cg21488474,0.11,0.028,1.000,1.00,chr19,14682866,NDUFB7;NDUFB7,1stExon;5'UTR
cg11703179,0.11,0.028,1.000,1.00,chr2,142530447,LRP1B,Body
cg16669339,0.14,0.028,1.000,1.00,chr10,105428621,SH3PXD2A,Body
cg14041153,-0.10,0.028,1.000,1.00,chr9,99212478,HABP4;HABP4,1stExon;5'UTR
cg00573330,-0.24,0.028,1.000,1.00,chr4,330651,ZNF141,TSS1500
cg16525277,0.13,0.028,1.000,1.00,chr5,171190008,,
cg12491805,0.11,0.028,1.000,1.00,chr15,29406136,APBA2;APBA2,Body;Body
cg26656136,-0.14,0.028,1.000,1.00,chr11,82904757,ANKRD42,TSS1500
cg07984515,-0.12,0.028,1.000,1.00,chr12,98793604,,
cg00301795,0.09,0.028,1.000,1.00,chr1,200195818,,
cg17400701,0.09,0.029,1.000,1.00,chr2,236839267,AGAP1;AGAP1,Body;Body
cg22704399,0.09,0.029,1.000,1.00,chr7,2761667,,
cg23352003,0.22,0.029,1.000,1.00,chr18,24237245,,
cg04064054,0.11,0.029,1.000,1.00,chr16,619455,PIGQ;NHLRC4;PIGQ,TSS1500;3'UTR;TSS1500
cg24347822,0.11,0.029,1.000,1.00,chr2,236720683,AGAP1;AGAP1,Body;Body
cg21478123,0.12,0.029,1.000,1.00,chr6,1836850,GMDS,Body
cg06625721,-0.08,0.029,1.000,1.00,chr12,33205814,,
cg25082212,-0.33,0.029,1.000,1.00,chr12,34452063,,
cg04977124,0.27,0.029,1.000,1.00,chr11,65266482,MALAT1,Body
cg12747584,-0.16,0.029,1.000,1.00,chr2,6712764,,
cg00154968,-0.31,0.029,1.000,1.00,chr7,39989544,CDK13;CDK13,TSS1500;TSS1500
cg16708012,0.10,0.029,1.000,1.00,chr12,108992114,TMEM119,TSS1500
cg12610087,0.08,0.029,1.000,1.00,chr7,41745737,LOC285954;LOC285954,Body;Body
cg08259755,0.12,0.029,1.000,1.00,chr8,56437720,XKR4,3'UTR
cg20821899,0.13,0.029,1.000,1.00,chr2,196642630,DNAH7,Body
cg12288365,-0.07,0.029,1.000,1.00,chr7,66094096,KCTD7;KCTD7,1stExon;1stExon
cg06931245,-0.13,0.029,1.000,1.00,chr8,28351501,FZD3,TSS1500
cg17543804,0.08,0.029,1.000,1.00,chr13,22179073,EFHA1,TSS1500
cg09552123,0.13,0.029,1.000,1.00,chr1,152849783,SMCP,TSS1500
cg07774879,0.09,0.029,1.000,1.00,chr18,60384142,PHLPP1,5'UTR
cg03739409,0.12,0.029,1.000,1.00,chr12,72335078,TPH2,Body
cg11057457,0.06,0.029,1.000,1.00,chr14,81408275,,
cg04027548,-0.12,0.029,1.000,1.00,chr12,21926447,KCNJ8,Body
cg04053417,-0.07,0.029,1.000,1.00,chr16,86232052,,
cg20324884,0.31,0.029,1.000,1.00,chr1,247171322,ZNF695;ZNF695,1stExon;5'UTR
cg15819646,-0.06,0.029,1.000,1.00,chr1,12226928,TNFRSF1B,TSS200
cg22560214,0.09,0.029,1.000,1.00,chr4,13531213,,
cg01980805,-0.07,0.029,1.000,1.00,chr17,29253158,ADAP2,Body
cg04612349,0.16,0.029,1.000,1.00,chr17,30681379,ZNF207;ZNF207;ZNF207,Body;Body;Body
cg03214715,0.11,0.029,1.000,1.00,chr12,57873176,ARHGAP9;ARHGAP9;ARHGAP9,1stExon;Body;TSS1500
cg03150857,-0.10,0.029,1.000,1.00,chr7,106300577,FLJ36031;FLJ36031,3'UTR;1stExon
cg20064008,0.15,0.029,1.000,1.00,chr20,23405592,,
cg10236224,-0.12,0.029,1.000,1.00,chr16,30689953,,
cg08841167,-0.11,0.029,1.000,1.00,chr1,161994130,OLFML2B,TSS1500
cg00107631,0.10,0.029,1.000,1.00,chr16,86741267,,
cg05159043,0.09,0.029,1.000,1.00,chr1,43282594,ERMAP;CCDC23,TSS200;5'UTR
cg12535476,0.18,0.029,1.000,1.00,chr6,55691833,BMP5,Body
cg14861221,0.14,0.029,1.000,1.00,chr3,57743016,SLMAP,TSS200
cg11509269,0.11,0.029,1.000,1.00,chr22,40439926,TNRC6B,TSS1500
cg13482142,0.11,0.029,1.000,1.00,chr2,234261155,,
cg14014879,0.09,0.029,1.000,1.00,chr1,94561088,ABCA4,Body
cg23883747,-0.11,0.029,1.000,1.00,chr22,50716088,PLXNB2,Body
cg13369206,-0.07,0.029,1.000,1.00,chr2,3606108,RNASEH1,TSS200
cg22960901,-0.13,0.029,1.000,1.00,chr7,157606434,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg20919942,0.23,0.029,1.000,1.00,chr17,28088580,SSH2,Body
cg17773349,-0.12,0.029,1.000,1.00,chr19,3880927,ATCAY;ATCAY,5'UTR;1stExon
cg07547054,0.19,0.029,1.000,1.00,chr2,216577323,,
cg02341090,-0.09,0.029,1.000,1.00,chr19,36266317,SNX26,TSS200
cg21890848,0.09,0.029,1.000,1.00,chr21,27107814,ATP5J;ATP5J;ATP5J;ATP5J;ATP5J;GABPA;ATP5J;GABPA;ATP5J;ATP5J;ATP5J;ATP5J,1stExon;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;5'UTR;1stExon;1stExon
cg03262295,0.10,0.029,1.000,1.00,chr4,1807954,FGFR3;FGFR3;FGFR3,Body;Body;Body
cg14364472,0.15,0.029,1.000,1.00,chr9,139394549,NOTCH1,Body
cg05981500,0.16,0.029,1.000,1.00,chr5,95770238,PCSK1,TSS1500
cg05546863,-0.36,0.029,1.000,1.00,chr16,66613220,CMTM2,TSS200
cg19256423,0.11,0.029,1.000,1.00,chr2,8397810,,
cg18755226,0.09,0.029,1.000,1.00,chr17,74694163,MXRA7;MXRA7;MXRA7,Body;Body;Body
cg20882681,-0.08,0.029,1.000,1.00,chr2,236495509,AGAP1;AGAP1,Body;Body
cg10837843,-0.10,0.029,1.000,1.00,chr5,172199244,DUSP1,TSS1500
cg00483154,0.09,0.029,1.000,1.00,chr5,176943504,DDX41,Body
cg10938788,0.21,0.029,1.000,1.00,chr11,94138452,,
cg02740093,0.13,0.029,1.000,1.00,chr16,11930389,RSL1D1,3'UTR
cg25368586,0.13,0.029,1.000,1.00,chr13,111561018,ANKRD10,Body
cg04395703,0.13,0.029,1.000,1.00,chr4,99982762,METAP1,3'UTR
cg22799325,0.11,0.029,1.000,1.00,chr7,64439216,ZNF117,Body
cg05121697,-0.08,0.029,1.000,1.00,chr12,12870032,CDKN1B,TSS1500
cg12095961,0.10,0.029,1.000,1.00,chr19,18633342,ELL,TSS1500
cg22723209,0.08,0.029,1.000,1.00,chr5,156570043,MED7;MED7,TSS200;TSS1500
cg00999988,0.13,0.029,1.000,1.00,chr2,166649910,GALNT3,5'UTR
cg25272069,-0.10,0.029,1.000,1.00,chr4,188534693,,
cg11927345,0.18,0.029,1.000,1.00,chr5,71012177,,
cg04138846,-0.11,0.029,1.000,1.00,chr5,179275032,C5orf45;C5orf45,Body;Body
cg00345425,-0.13,0.029,1.000,1.00,chr4,2070915,,
cg17735983,0.22,0.029,1.000,1.00,chr19,59074482,MZF1;MZF1;LOC100131691,Body;Body;Body
cg20949959,0.07,0.029,1.000,1.00,chr2,43453251,ZFP36L2;LOC100129726,Body;TSS1500
cg23488578,-0.08,0.029,1.000,1.00,chr14,95585023,DICER1;DICER1,Body;Body
cg12240992,0.11,0.029,1.000,1.00,chr8,27845189,SCARA5,5'UTR
cg11613383,0.07,0.029,1.000,1.00,chr2,61412361,AHSA2,Body
cg22614239,0.19,0.029,1.000,1.00,chr3,147106208,ZIC4;ZIC4;ZIC4;ZIC4;ZIC4,3'UTR;Body;3'UTR;Body;3'UTR
cg14522034,-0.11,0.029,1.000,1.00,chr21,46706759,POFUT2;POFUT2;LOC642852;POFUT2,Body;Body;TSS1500;Body
cg22805381,0.13,0.029,1.000,1.00,chr14,51760188,,
cg03721808,-0.16,0.029,1.000,1.00,chr2,4154664,,
cg16392195,0.10,0.029,1.000,1.00,chr16,49889831,,
cg14166458,-0.08,0.029,1.000,1.00,chr1,19577904,MRTO4;KIAA0090,TSS200;Body
cg06816518,0.17,0.029,1.000,1.00,chr1,6531152,PLEKHG5;PLEKHG5;PLEKHG5;PLEKHG5;PLEKHG5,Body;Body;Body;Body;Body
cg05202654,0.12,0.029,1.000,1.00,chr16,88706241,IL17C,Body
cg03074579,0.08,0.029,1.000,1.00,chr13,50155502,RCBTB1,5'UTR
cg07137519,0.16,0.029,1.000,1.00,chr10,131688736,EBF3,Body
cg11686722,0.14,0.029,1.000,1.00,chr15,37391721,MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2,1stExon;5'UTR;5'UTR;1stExon;TSS200;5'UTR;5'UTR;1stExon;TSS1500;5'UTR;1stExon
cg26295786,-0.18,0.029,1.000,1.00,chr14,31731725,,
cg12706983,0.10,0.029,1.000,1.00,chr6,28092239,ZSCAN16,TSS200
cg22904711,-0.22,0.029,1.000,1.00,chr19,44278628,KCNN4,Body
cg25915512,0.19,0.029,1.000,1.00,chr2,113811250,IL1F8;IL1F8,TSS1500;TSS1500
cg18123911,0.07,0.029,1.000,1.00,chr1,1550773,MIB2;MIB2;MIB2;MIB2;MIB2;MIB2,TSS1500;TSS200;TSS200;TSS200;TSS200;TSS200
cg03986578,-0.11,0.029,1.000,1.00,chr6,90661373,BACH2;BACH2,Body;Body
cg15362480,0.08,0.029,1.000,1.00,chr7,150079014,ZNF775,5'UTR
cg04071948,0.13,0.029,1.000,1.00,chr1,249140104,ZNF672,5'UTR
cg10925350,-0.11,0.029,1.000,1.00,chr14,35591951,PPP2R3C;KIAA0391,TSS1500;5'UTR
cg27097438,-0.59,0.029,1.000,1.00,chr5,126409153,FLJ44606;FLJ44606;FLJ44606;FLJ44606,5'UTR;1stExon;5'UTR;1stExon
cg15610198,0.09,0.029,1.000,1.00,chr20,18477446,RBBP9,Body
cg06921262,-0.09,0.029,1.000,1.00,chr12,132630375,DDX51;NOC4L,TSS1500;Body
cg04592728,0.09,0.029,1.000,1.00,chr11,20620181,SLC6A5,TSS1500
cg20148727,0.07,0.029,1.000,1.00,chr7,1534881,INTS1,Body
cg24876786,0.21,0.029,1.000,1.00,chr19,3869174,ZFR2;ZFR2;ZFR2,TSS200;TSS200;TSS200
cg08368938,-0.08,0.029,1.000,1.00,chr3,167453466,PDCD10;SERPINI1;SERPINI1;PDCD10;SERPINI1;PDCD10,TSS1500;1stExon;5'UTR;TSS1500;TSS200;TSS1500
cg13812393,-0.10,0.029,1.000,1.00,chr2,742127,,
cg01577361,0.10,0.029,1.000,1.00,chr12,51477521,CSRNP2,TSS200
cg25283465,0.16,0.029,1.000,1.00,chr1,111323341,,
cg11631173,0.15,0.029,1.000,1.00,chr17,77796806,,
cg26282205,0.06,0.029,1.000,1.00,chr10,75602367,CAMK2G;CAMK2G;CAMK2G;CAMK2G;CAMK2G,Body;Body;Body;Body;Body
cg22856279,-0.18,0.029,1.000,1.00,chr21,44830477,,
cg18448565,-0.13,0.029,1.000,1.00,chr13,51825918,FAM124A,Body
cg12520327,-0.06,0.029,1.000,1.00,chr17,47645368,,
cg16966992,0.14,0.029,1.000,1.00,chr14,31343356,COCH;COCH,TSS1500;TSS1500
cg10766174,0.15,0.029,1.000,1.00,chr11,61248818,C11orf66;C11orf66,5'UTR;5'UTR
cg10882179,0.12,0.029,1.000,1.00,chr22,19005524,DGCR9,Body
cg03351580,0.07,0.029,1.000,1.00,chr6,166666210,,
cg12214647,0.13,0.029,1.000,1.00,chr3,50492883,CACNA2D2;CACNA2D2,Body;Body
cg10752028,0.08,0.029,1.000,1.00,chr3,120461349,RABL3;GTF2E1,1stExon;TSS1500
cg03712062,-0.10,0.029,1.000,1.00,chr4,62359523,,
cg26489873,0.08,0.029,1.000,1.00,chr12,132975433,,
cg03031933,0.14,0.029,1.000,1.00,chr8,145598519,ADCK5,Body
cg04395739,0.06,0.029,1.000,1.00,chr1,155247196,HCN3,TSS200
cg03827375,-0.07,0.029,1.000,1.00,chr15,60771498,NARG2;NARG2,TSS200;TSS200
cg13430118,0.09,0.029,1.000,1.00,chr9,5041787,JAK2,Body
cg18518074,0.15,0.029,1.000,1.00,chr11,64642316,EHD1,Body
cg20269797,-0.07,0.029,1.000,1.00,chr2,30796122,LCLAT1;LCLAT1,Body;Body
cg00281725,0.14,0.029,1.000,1.00,chr8,833048,,
cg10277523,0.09,0.029,1.000,1.00,chr14,97684259,,
cg26688816,0.21,0.029,1.000,1.00,chr2,46740690,ATP6V1E2,5'UTR
cg23846145,-0.08,0.029,1.000,1.00,chr4,103266423,SLC39A8;SLC39A8;SLC39A8,TSS200;TSS200;5'UTR
cg05329906,0.08,0.029,1.000,1.00,chr17,38136614,PSMD3,TSS1500
cg06942561,-0.10,0.029,1.000,1.00,chr7,150755425,CDK5;CDK5;SLC4A2,TSS1500;TSS1500;TSS1500
cg12590774,0.09,0.029,1.000,1.00,chr5,150138773,DCTN4;DCTN4;DCTN4,TSS200;TSS1500;TSS200
cg06146466,0.15,0.029,1.000,1.00,chr3,59501481,,
cg24099726,0.10,0.029,1.000,1.00,chr7,99149732,C7orf38,TSS200
cg13105522,0.13,0.029,1.000,1.00,chr17,80790085,TBCD;ZNF750,Body;Body
cg00579520,0.10,0.029,1.000,1.00,chr12,128752586,TMEM132C,Body
cg23057870,0.16,0.029,1.000,1.00,chr8,80679111,HEY1;HEY1,Body;Body
cg12435415,-0.12,0.029,1.000,1.00,chr3,186490344,,
cg04500632,0.08,0.029,1.000,1.00,chr8,140834013,TRAPPC9;TRAPPC9,Body;Body
cg00004219,0.08,0.029,1.000,1.00,chr12,132536833,EP400,Body
cg15292768,0.10,0.029,1.000,1.00,chr5,118604833,TNFAIP8,Body
cg15785720,-0.11,0.029,1.000,1.00,chr9,139964984,C9orf140;C9orf140,5'UTR;1stExon
cg07046101,-0.17,0.029,1.000,1.00,chr20,43379501,KCNK15,3'UTR
cg07178877,-0.17,0.029,1.000,1.00,chr13,114879659,RASA3,Body
cg22819888,0.10,0.029,1.000,1.00,chr16,31724470,ZNF720,TSS200
cg02338405,0.11,0.029,1.000,1.00,chr4,188915407,,
cg25508830,0.15,0.029,1.000,1.00,chr15,100893944,,
cg06852058,0.17,0.029,1.000,1.00,chr15,34498249,C15orf29,5'UTR
cg02689667,-0.06,0.029,1.000,1.00,chr17,8066184,VAMP2,Body
cg06410849,0.18,0.029,1.000,1.00,chr16,66955988,RRAD;RRAD,Body;Body
cg01466035,0.08,0.029,1.000,1.00,chr7,139477480,HIPK2;HIPK2;TBXAS1;TBXAS1;HIPK2;HIPK2,1stExon;5'UTR;TSS1500;TSS1500;5'UTR;1stExon
cg00005306,-0.25,0.029,1.000,1.00,chr16,30709566,SRCAP,TSS1500
cg13948824,0.08,0.029,1.000,1.00,chr12,26492184,ITPR2,3'UTR
cg25101898,-0.17,0.029,1.000,1.00,chr2,236866987,AGAP1;AGAP1,Body;Body
cg07411229,-0.10,0.029,1.000,1.00,chr1,217804382,GPATCH2;SPATA17;GPATCH2,1stExon;TSS1500;5'UTR
cg07951347,-0.18,0.029,1.000,1.00,chr6,27463250,,
cg00552704,0.11,0.029,1.000,1.00,chr6,32121420,PPT2;PPT2,TSS1500;Body
cg26513180,0.36,0.029,1.000,1.00,chr16,89883248,FANCA;FANCA,TSS200;TSS200
cg03580800,0.11,0.029,1.000,1.00,chr3,168802733,MECOM;MECOM;MECOM;MECOM;MECOM;MECOM,Body;Body;Body;Body;Body;Body
cg24846030,-0.07,0.029,1.000,1.00,chr6,30884683,VARS2;VARS2;VARS2,Body;Body;Body
cg24527382,0.16,0.029,1.000,1.00,chr2,49631579,,
cg11342453,0.21,0.029,1.000,1.00,chr6,26196699,,
cg21047354,-0.09,0.029,1.000,1.00,chr17,75954694,,
cg25691442,0.11,0.029,1.000,1.00,chr15,63345512,TPM1;TPM1;TPM1;TPM1;TPM1;TPM1;TPM1,Body;Body;Body;Body;Body;Body;Body
cg01238502,0.09,0.029,1.000,1.00,chr12,120934839,DYNLL1;DYNLL1;DYNLL1,Body;Body;Body
cg04614625,-0.23,0.029,1.000,1.00,chr12,52262736,,
cg09458096,0.13,0.029,1.000,1.00,chr5,152069632,,
cg14754494,0.10,0.029,1.000,1.00,chr7,50560743,DDC;DDC,Body;Body
cg15471063,-0.14,0.029,1.000,1.00,chr13,114313414,ATP4B,TSS1500
cg21574739,0.14,0.029,1.000,1.00,chr3,39199069,,
cg26494610,-0.12,0.029,1.000,1.00,chr2,240658469,,
cg02257405,0.08,0.029,1.000,1.00,chr5,131346985,ACSL6;ACSL6,Body;Body
cg08624588,-0.08,0.029,1.000,1.00,chr1,36929749,MRPS15,1stExon
cg22377482,0.08,0.029,1.000,1.00,chr3,194941703,C3orf21,Body
cg05278454,0.17,0.029,1.000,1.00,chr3,158547325,MFSD1;MFSD1,3'UTR;3'UTR
cg08666152,0.08,0.029,1.000,1.00,chr16,1001653,LMF1,Body
cg27445106,0.08,0.029,1.000,1.00,chr1,38019966,SNIP1,TSS200
cg09199562,0.12,0.029,1.000,1.00,chr7,182369,,
cg20477591,0.11,0.029,1.000,1.00,chr5,67595709,PIK3R1;PIK3R1;PIK3R1,3'UTR;3'UTR;3'UTR
cg07505629,-0.15,0.029,1.000,1.00,chr10,134929753,GPR123,Body
cg20043105,0.11,0.029,1.000,1.00,chr14,29247458,C14orf23;C14orf23,Body;Body
cg22518208,0.13,0.029,1.000,1.00,chr14,85997469,FLRT2,5'UTR
cg01043957,0.10,0.029,1.000,1.00,chr5,176035624,GPRIN1,5'UTR
cg11368182,-0.14,0.029,1.000,1.00,chr19,436541,SHC2,Body
cg09456129,0.08,0.029,1.000,1.00,chr13,113512630,ATP11A;ATP11A,Body;Body
cg12271022,0.10,0.029,1.000,1.00,chr4,74713675,PPBPL1,1stExon
cg08618021,0.46,0.029,1.000,1.00,chr12,120033032,TMEM233,Body
cg22174337,0.16,0.029,1.000,1.00,chr3,156005296,KCNAB1;KCNAB1,Body;Body
cg12993543,0.17,0.029,1.000,1.00,chr12,108784905,,
cg03081691,0.24,0.029,1.000,1.00,chr1,226188006,C1orf55,TSS1500
cg23962826,-0.09,0.029,1.000,1.00,chr11,67797883,NDUFS8,TSS1500
cg16342949,-0.10,0.029,1.000,1.00,chr11,63883584,MACROD1;FLRT1,Body;5'UTR
cg15802848,0.10,0.029,1.000,1.00,chr6,33359461,KIFC1;KIFC1,5'UTR;1stExon
cg02303701,0.10,0.029,1.000,1.00,chr6,3160584,,
cg15073624,0.10,0.029,1.000,1.00,chr19,48707384,,
cg04558175,0.19,0.029,1.000,1.00,chr19,50031560,RCN3,5'UTR
cg11038073,-0.10,0.029,1.000,1.00,chr18,47088421,LIPG,TSS200
cg11383391,0.15,0.029,1.000,1.00,chr8,86136317,,
cg14980260,0.13,0.029,1.000,1.00,chr7,38720626,,
cg25602684,0.26,0.029,1.000,1.00,chr5,37839918,GDNF,TSS200
cg15170442,0.11,0.029,1.000,1.00,chr8,144521607,ZC3H3,Body
cg21483906,0.09,0.029,1.000,1.00,chr3,33758870,CLASP2,Body
cg01889893,0.10,0.029,1.000,1.00,chr1,8085193,ERRFI1,5'UTR
cg00694357,0.11,0.029,1.000,1.00,chr1,154976647,ZBTB7B,5'UTR
cg18333807,0.11,0.029,1.000,1.00,chr19,42747018,GSK3A,TSS1500
cg08132767,-0.11,0.029,1.000,1.00,chr12,101801241,ARL1,Body
cg04006266,0.11,0.029,1.000,1.00,chr11,66300458,BBS1,3'UTR
cg27090594,-0.28,0.029,1.000,1.00,chr16,3077878,CCDC64B,3'UTR
cg14565687,0.11,0.029,1.000,1.00,chr9,126150994,DENND1A,Body
cg16585651,0.21,0.029,1.000,1.00,chr2,119532230,,
cg07175433,0.18,0.029,1.000,1.00,chr4,21947400,KCNIP4,5'UTR
cg00444120,-0.07,0.029,1.000,1.00,chr4,185570857,CASP3;CCDC111;CCDC111;CASP3,TSS1500;1stExon;5'UTR;TSS1500
cg10266211,0.10,0.029,1.000,1.00,chr4,4860082,MSX1,TSS1500
cg02788857,-0.28,0.029,1.000,1.00,chr8,22132959,PIWIL2;PIWIL2,5'UTR;TSS200
cg17768026,0.10,0.029,1.000,1.00,chr6,137140006,,
cg26675934,0.13,0.029,1.000,1.00,chr16,2009675,NDUFB10,1stExon
cg21213853,0.20,0.029,1.000,1.00,chr3,51741473,GRM2;GRM2,5'UTR;5'UTR
cg01907584,-0.11,0.029,1.000,1.00,chr1,228604413,TRIM17;TRIM17;TRIM17;TRIM17;TRIM17;TRIM17;TRIM17;TRIM17,1stExon;5'UTR;1stExon;1stExon;5'UTR;5'UTR;1stExon;5'UTR
cg09038266,0.17,0.029,1.000,1.00,chr16,79155958,WWOX,Body
cg25318785,0.11,0.029,1.000,1.00,chr13,111127601,COL4A2,Body
cg05080940,-0.12,0.029,1.000,1.00,chr16,11256561,CLEC16A,Body
cg09229487,-0.15,0.029,1.000,1.00,chr11,119970426,,
cg19763279,0.08,0.029,1.000,1.00,chr4,84256190,HPSE;HPSE;HPSE,5'UTR;TSS200;5'UTR
cg21122529,0.12,0.029,1.000,1.00,chr19,16652680,CHERP,Body
cg25392362,-0.27,0.029,1.000,1.00,chr7,100271250,GNB2,TSS200
cg13293266,0.19,0.029,1.000,1.00,chr2,118591684,,
cg23875597,0.15,0.029,1.000,1.00,chr13,113683971,MCF2L;MCF2L,Body;Body
cg24905248,0.13,0.029,1.000,1.00,chr2,44219907,LRPPRC,Body
cg12183467,-0.23,0.029,1.000,1.00,chr14,104352244,,
cg11371416,0.10,0.029,1.000,1.00,chr19,3621472,C19orf29;C19orf29,Body;Body
cg19594024,-0.11,0.029,1.000,1.00,chr19,58919948,ZNF584,TSS200
cg27514366,-0.13,0.029,1.000,1.00,chr16,23568823,UBFD1;EARS2;EARS2,TSS200;TSS200;TSS200
cg02189843,0.10,0.029,1.000,1.00,chr19,10625775,S1PR5;S1PR5,5'UTR;5'UTR
cg01614716,0.09,0.029,1.000,1.00,chr1,43834120,ELOVL1,TSS1500
cg06531580,0.09,0.029,1.000,1.00,chr6,12060075,HIVEP1,Body
cg13689204,-0.14,0.029,1.000,1.00,chr17,41401644,,
cg07176677,0.18,0.029,1.000,1.00,chr10,101771161,DNMBP,TSS1500
cg25944419,0.22,0.029,1.000,1.00,chr2,618335,,
cg23365699,0.20,0.029,1.000,1.00,chr2,197504454,CCDC150;CCDC150,5'UTR;1stExon
cg24608385,-0.10,0.029,1.000,1.00,chr17,37887009,C17orf37,TSS1500
cg05553000,-0.09,0.029,1.000,1.00,chr11,121163394,SC5DL;SC5DL;SC5DL,5'UTR;TSS200;1stExon
cg11078221,0.18,0.029,1.000,1.00,chr12,115135934,,
cg24131359,-0.20,0.029,1.000,1.00,chr12,69346994,CPM,5'UTR
cg05959377,-0.14,0.029,1.000,1.00,chr22,50963918,SCO2;SCO2;SCO2;SCO2;SCO2;SCO2,5'UTR;5'UTR;1stExon;5'UTR;5'UTR;1stExon
cg19484141,0.09,0.029,1.000,1.00,chr12,54577268,SMUG1,Body
cg02725795,0.10,0.029,1.000,1.00,chr4,84405871,FAM175A,Body
cg03082234,0.12,0.029,1.000,1.00,chr7,73926031,GTF2IRD1;GTF2IRD1,Body;Body
cg02013274,0.07,0.029,1.000,1.00,chr2,28614438,FOSL2,TSS1500
cg04283926,-0.07,0.029,1.000,1.00,chr1,42924245,PPCS;PPCS,Body;Body
cg21482489,-0.13,0.029,1.000,1.00,chr5,121414366,LOX,TSS1500
cg09356020,-0.06,0.029,1.000,1.00,chr3,47364197,KLHL18,Body
cg23050227,-0.11,0.029,1.000,1.00,chr8,112241152,,
cg25497529,0.10,0.029,1.000,1.00,chr19,18901364,COMP,Body
cg04026326,0.09,0.029,1.000,1.00,chr2,29202836,FAM179A,TSS1500
cg19009132,0.19,0.029,1.000,1.00,chr12,13362422,EMP1,5'UTR
cg08940378,0.10,0.029,1.000,1.00,chr2,38418343,,
cg21092296,0.10,0.029,1.000,1.00,chr17,37409550,LOC90110,Body
cg01797036,-0.07,0.029,1.000,1.00,chr12,124950938,NCOR2;NCOR2,Body;Body
cg23548623,-0.26,0.029,1.000,1.00,chr8,43136162,,
cg06251289,-0.16,0.029,1.000,1.00,chr16,66639593,CMTM3;CMTM3;CMTM3;CMTM3,Body;Body;Body;Body
cg18665036,-0.16,0.029,1.000,1.00,chr13,37493479,SMAD9;SMAD9,5'UTR;5'UTR
cg11351809,-0.10,0.029,1.000,1.00,chr17,14213798,HS3ST3B1,Body
cg08523865,0.11,0.029,1.000,1.00,chr2,124782253,CNTNAP5,TSS1500
cg22450406,0.10,0.029,1.000,1.00,chr2,235422165,,
cg13799581,-0.13,0.029,1.000,1.00,chr7,117835958,NAA38,3'UTR
cg24672116,0.11,0.029,1.000,1.00,chr10,130124853,,
cg02050973,0.22,0.029,1.000,1.00,chr1,1852238,TMEM52,TSS1500
cg00934624,0.08,0.029,1.000,1.00,chr14,74318234,PTGR2;PTGR2;PTGR2,TSS1500;TSS1500;TSS1500
cg21125848,0.13,0.029,1.000,1.00,chr3,186267465,TBCCD1;TBCCD1,3'UTR;3'UTR
cg05629774,0.10,0.029,1.000,1.00,chr12,132546836,EP400,Body
cg21219157,0.10,0.029,1.000,1.00,chr20,55985753,,
cg26294217,-0.08,0.029,1.000,1.00,chr5,40797688,PRKAA1;PRKAA1,Body;Body
cg03471571,0.10,0.029,1.000,1.00,chr10,123357075,FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS1500
cg06440414,0.08,0.029,1.000,1.00,chr8,142149205,DENND3,Body
cg21126487,-0.11,0.029,1.000,1.00,chr14,37117706,,
cg04892643,0.16,0.029,1.000,1.00,chr7,18906433,HDAC9;HDAC9;HDAC9,Body;Body;Body
cg12445984,-0.09,0.029,1.000,1.00,chr2,180875203,,
cg18472912,0.32,0.029,1.000,1.00,chr5,167799541,WWC1;WWC1;WWC1,Body;Body;Body
cg01055075,-0.09,0.029,1.000,1.00,chr7,1877955,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body
cg20693854,0.11,0.029,1.000,1.00,chr2,2653005,,
cg06580879,-0.25,0.029,1.000,1.00,chr17,4443121,SPNS2;MYBBP1A;MYBBP1A,3'UTR;Body;Body
cg03929570,0.17,0.029,1.000,1.00,chr16,70484978,,
cg13489040,0.13,0.029,1.000,1.00,chr1,152162507,,
cg08844848,0.15,0.029,1.000,1.00,chr3,3840514,LRRN1,TSS1500
cg15233380,0.19,0.029,1.000,1.00,chr13,26620612,SHISA2,3'UTR
cg14444476,-0.14,0.029,1.000,1.00,chr9,133271439,,
